uid,name,address,postcode,state
48cfbb22c7e51711b3569fc1c92368a6,The Captain Fryatt,"Captain Fryatt, 65 Garland Road, Parkeston, Harwich",CO12 4PA,Tendring
0a8c0ec37769969c22525d570a949551,The Cherry Tree,"29 Church Road, Brightlingsea, Colchester, Essex",CO7 0JF,Tendring
5a7a6d439fe456afab462af48b40b06c,The Creek (Formally The Flag Inn),"Flag Hill, Great Bentley, Colchester, Essex",CO7 8RE,Tendring
878d4b64d274a058f86489964ad61335,The Crown,"51 High Street, Manningtree, Essex",CO11 1AH,Tendring
777648d7424004d7830c95ada2745428,The Essex Skipper,"Essex Skipper, Rochford Way, Frinton On Sea, Essex",CO13 0AZ,Tendring
2ea7e891d16986f5ac5c85b222778c02,The Haywain,"Bentley Road, Little Bromley, Manningtree, Essex",CO11 2PL,Tendring
5436350ed3999a9eff5f43e60f640922,The Manor,"Rectory Road, Great Holland, Frinton-on-Sea, Essex",CO13 0JP,Tendring
3a3bc6daf152bf0bb985fc67fcf40579,The Mayflower,"Mayflower Brewers Fayre, Parkeston Road, Dovercourt, Harwich",CO12 4NX,Tendring
8f4a7f67f1813a71c939163de08c9bee,The Plough Inn,"Plough Inn, Plough Road, Great Bentley, Colchester",CO7 8LA,Tendring
298a70a230467ca9f1af9288673ca9fe,The Red Lion,"32 The Street, Kirby Le Soken, Frinton On Sea, Essex",CO13 0EF,Tendring
0d726fd782cd8061ad4e43979fb66cca,The Robert Burre,"Robert Burre, 183 Burrs Road, Clacton On Sea, Essex",CO15 4LN,Tendring
55d9f1d951bacd943134429eb66f359b,The Rosebud,"Rosebud Inn, 67 Hurst Green, Brightlingsea, Colchester",CO7 0EH,Tendring
e663dada25a5767ec66e762c2b01b4b5,The Stingray Freehouse,"56 Church Street, Harwich, Essex",CO12 3DS,Tendring
491caada535cdeb446cd45d4ebb97e31,The Tavern,"Flat at, The Tavern, 55 - 57 Frinton Road, Holland On Sea",CO15 5UH,Tendring
628bac7ff19b5b2765bd332e97bf3214,The Three Jays,"1 Marlowe Road, Jaywick, Clacton-on-Sea, Essex",CO15 2PJ,Tendring
1eb28fa69606d879e88acaf9c2910e1c,The Victory,"Suffolk Street, Walton On The Naze, Essex",CO14 8AR,Tendring
f12430d321216a359da160666ea1356c,The Village Maid,"Heath Road, Bradfield, Manningtree, Essex",CO11 2UZ,Tendring
174b3c33eb403a8bd766392baa35ed56,The Wick Lodge,"Wick Lodge, 145 Jaywick Lane, Clacton On Sea, Essex",CO16 8BG,Tendring
db196ef6789b0fc39fbf758c94fb7866,Thorpe Sports and Social Club,"Thorpe Sports & Social Club, Station Road, Thorpe-le-Soken, Clacton-on-Sea",CO16 0HD,Tendring
addd5aed545a628a048b6a8b0daaeb53,Tom Peppers and Wahoo,"2 Marine Parade West, Clacton On Sea, Essex",CO15 1RH,Tendring
080fa1437696615296915de122733e64,Trafalgar,"The Trafalgar Public House, 616 Main Road, Harwich, Essex",CO12 4LW,Tendring
467a70c519b2696dfdf92710f9b29fdc,UCSC Ltd (University Community Sailing Club),"The Old Sail Loft, Waterside, Brightlingsea, Colchester",CO7 0AX,Tendring
b2be9de5f877b637a5f4ca2a247ce036,United Services Club,"Barrack Lane, Harwich, Essex",CO12 3NS,Tendring
f69a7cf9e2a94fa3c6b6d04d46f9585d,Waggon,"The Waggon At Wix, Clacton Road, Wix, Manningtree",CO11 2RU,Tendring
0da606cc596745d8e5355530026fe6ed,Walton Tavern,"30 - 31 The Parade, Walton-on-the-Naze, Essex",CO14 8AP,Tendring
1beb71b33d331424d9f98831da496c8e,Westcliff Theatre,"West Cliff Theatre, Tower Road, Clacton-on-Sea, Essex",CO15 1LE,Tendring
ae1b7853a95cb6096c44da37c604d333,White Hart,"Clacton Road, Weeley Heath, Clacton-on-Sea, Essex",CO16 9ED,Tendring
896e09edc92c398527f9f5a728fd96e2,Wooden Fender,"Colchester Road, Ardleigh, Colchester, Essex",CO7 7PA,Tendring
c5d8ad36dd86908b737d8b6363eab25d,Batchworth Park Golf Club,"London Road, Rickmansworth, Hertfordshire",WD3 1JS,Three Rivers
143e2dc4ab728e3af5bcbfde3e8f19d5,Cart & Horses,"Cart & Horses Public House, Commonwood, Sarratt, Hertfordshire",WD4 9BA,Three Rivers
78352cbe63007eb6c6d2bb63d4eb5736,Chiltern Sports & Social Club,"Maple Lodge Close, Maple Cross, Hertfordshire",WD3 9SN,Three Rivers
a5321f711c5753548dfe828c1d5d67fa,Chorleywood Golf Club,"Common Road, Chorleywood, Hertfordshire",WD3 5LN,Three Rivers
776ecca7b6f0584b1dffaeb4635b385a,Coach and Horses,"Keane on Bars, Coach and Horses Public House, The Green, Croxley Green",WD3 3HX,Three Rivers
a45818c30d41f8486354977a5dcf46c8,Croxley Guild of Sport & Social Club,"C/O Croxley Guild Of Sport, Croxley Green, Hertfordshire",WD3 3HT,Three Rivers
759baecac0dd5c2926d1a0c64bf8c5ce,Fox and Hounds Public House,"S & J Inns Ltd, 183 High Street, Rickmansworth, Hertfordshire",WD3 1AY,Three Rivers
eb290c7a73dd4234d0a39769c48b7217,J D Wetherspoon,"The Pennsylvanian, 115-117 High Street, Rickmansworth, Hertfordshire",WD3 1AN,Three Rivers
188c99acdcb5b62052f0aa4cbbf6bda7,Moor Park,"Moor Park Mansion, Batchworth Heath, Rickmansworth, Hertfordshire",WD3 1QN,Three Rivers
c4b4e1b57c5ae29089c8da97dcaa5551,Private Bar,"Sandy Lodge Golf Club, Northwood, Middlesex",HA6 2JD,Three Rivers
3678cd432d27eb785c9139cd0056cb6f,Rose and Crown,"Rose And Crown Public House, Woodcock Hill, Rickmansworth, Hertfordshire",WD3 1PP,Three Rivers
0e15bd559311edc256e8737be299b470,Rose And Crown Public House,"Common Road, Chorleywood, Hertfordshire",WD3 5LW,Three Rivers
09585f1b1e45f17e9a455065207a6a5f,Royal British Legion Croxley Green,"161-163 Watford Road, Croxley Green, Hertfordshire",WD3 3ED,Three Rivers
7eac740acd578befceb5d72558d66132,SPCL Ltd at The Fairway Inn,"Hertsmere Leisure Ltd, Fairway Inn Public House Rickmansworth Golf Course, Moor Lane, Rickmansworth",WD3 1QL,Three Rivers
a2e5052fab45dd7350f2d218888df6e3,The Artichoke,"Keen On Bars Ltd, The Artichoke Public House, The Green, Croxley Green",WD3 3HN,Three Rivers
f2575a925eefda3d30269cfed0274c00,The Bell Public House,"117 Primrose Hill, Kings Langley, Hertfordshire",WD4 8HX,Three Rivers
ac2116c12271d6435283fc111fc51473,The Black Horse,"The Black Horse Public House, Dog Kennel Lane, Chorleywood, Hertfordshire",WD3 5EG,Three Rivers
513693a6b311dbc916c771628ffafd26,The Boot Public House,"The Green, Sarratt, Hertfordshire",WD3 6BL,Three Rivers
bb41283056536d7af11e994ba4f9db81,The Boys Home Public House,"Inn Business Group PLC, 21 High Street, Abbots Langley, Hertfordshire",WD5 0AA,Three Rivers
f463a716a2cfa5735684589463b9c307,The Coach and Horses,"New London Management Ltd, 22 High Street, Rickmansworth, Hertfordshire",WD3 1ER,Three Rivers
8796f21208ffeba0823845346f4be530,The Cock Inn,"Hall and Woodhouse Ltd, Church Lane, Sarratt, Hertfordshire",WD3 6HH,Three Rivers
dc0fac50d89a751a6b10b9f4ec157e11,The Compasses Public House,"95 Tibbs Hill Road, Abbots Langley, Hertfordshire",WD5 0LJ,Three Rivers
49610261fe4854dd027bf6b4d2fb2753,The Coy Carp,"Mitchells & Butlers, Coy Carp Public House, Coppermill Lane, West Hyde",UB9 6HZ,Three Rivers
f3163d691633a1ad4049e164d6c96e76,The Dog And Partridge Public House,"Old Mill Road, Hunton Bridge, Hertfordshire",WD4 8RB,Three Rivers
c0638bb9f53b2b3d4f620d85e875f091,The Druids,"Punch Taverns Ltd, 205 High Street, Rickmansworth, Hertfordshire",WD3 1BB,Three Rivers
031906a2ae750996deee2fd3bd070f16,The Dumb Bell,"Shire Pubs Ltd, The Dumb Bell Public House, Old Shire Lane, Horn Hill",SL9 0QY,Three Rivers
43b9545cd7be0a40aa3375acd17d62f1,The Fox and Hounds,"Greene King Pub Company, 216 New Road, Croxley Green, Hertfordshire",WD3 3HH,Three Rivers
747b170919791d6111847d3485b5b77b,The Gate,"Mitchells & Butlers Leisure Retail, The Gate Public House, Rickmansworth Road, Chorleywood",WD3 5SQ,Three Rivers
a1e8c7d5f006044f36537aaa61c34fd5,The Grapevine,"Courage Brewery Leased Property, The Grapevine Public House, Prestwick Road, South Oxhey",WD19 6XY,Three Rivers
4942e0a9c0527dc00319a39fc8f103e6,The Harvester,"Mitchells & Butlers, Harvester Public House (Two Bridges), Watford Road, Croxley Green",WD3 3RX,Three Rivers
7b1c5edc85bc7e31edf49ab70034bb3a,The Kings Head & Coach House,"22-24 Bridge Road, Hunton Bridge, Hertfordshire",WD4 8RE,Three Rivers
7c4b8cd5ae71d1cade90ba3a449eba39,The Land of Liberty,"The Land Of Liberty Public House, Long Lane, Heronsgate, Hertfordshire",WD3 5BS,Three Rivers
8d9f5bc3dab603aa194437fc7a644258,The Oaks,"The Oaks Public House, Old Uxbridge Road, West Hyde, Hertfordshire",WD3 9XP,Three Rivers
1273326beeaa44c571cf63483a151cc4,The Ox,"Bridlington Road, South Oxhey, Hertfordshire",WD19 7AG,Three Rivers
99f175b67ae96e1c15e9600f396f4f4f,The Partridge Public House,"Partridge Pubs Ltd, The Partridge, St Georges Drive, Carpenders Park",WD19 5HB,Three Rivers
6dabe7c439c0d30bc96f636ce132f23f,The Pavillion,"Punch Taverns PLC, Green Lane, Oxhey Hall, Hertfordshire",WD19 4LT,Three Rivers
2b25d1fea5e490d2a573c9ebbd835182,The Plough Public House,"The Plough, Dunny Lane, Belsize, Hertfordshire",WD3 4NP,Three Rivers
f7516ba0b11ae27195e7ef0ee0a35d28,The Prince Of Wales Public House,"14 Batchworth Heath, Rickmansworth, Hertfordshire",WD3 1QB,Three Rivers
b68d34e868961674ea47762ca254b111,The Red House,"Greene King PLC, Red House (Hungry Horse) Public House, Watford Road, Croxley Green",WD3 3DX,Three Rivers
1dbe1f3ba28460dffef4a1d664549621,The Royal Oak,"Thames Valley Inns Ltd, The Royal Oak Public House, Kitters Green, Abbots Langley",WD5 0ET,Three Rivers
e33795f66b2a42ac56095ae704ab25b6,The Scotsbridge Mill,"Mitchells & Butlers Leisure Retail, Scotsbridge Mill, Scots Mill Lane, Croxley Green",WD3 4AA,Three Rivers
1db7f1bf707fa751abd7e4238fc5a4b8,The Stag Chorleywood,"M & K Leisure Ltd, The Stag Public House, Long Lane, Heronsgate",WD3 5BT,Three Rivers
2b04d73ef7672253240201733d9c2f43,The Swan,"Greene King PLC, The Swan Public House, College Road, Abbots Langley",WD5 0NR,Three Rivers
4c6682c9bf1448de9e8e1ddd30a2c3cd,The Tree Public House,"Punch Taverns PLC, 166 Uxbridge Road, Rickmansworth, Hertfordshire",WD3 8BQ,Three Rivers
5a7a1287fef0d986a5e237797beee286,The Waterside,"367 Uxbridge Road, Rickmansworth, Hertfordshire",WD3 8DT,Three Rivers
c49f3cb0f4a90cb676a43dd5320e5611,The White Bear,"The White Bear Public House, Church Street, Rickmansworth, Hertfordshire",WD3 1JQ,Three Rivers
699f5d7cd760c71579809fc98588a9ca,The White Horse,"Warbeck Investments Pub Group Ltd, White Horse Public House, Rickmansworth Road, Chorleywood",WD3 5SD,Three Rivers
f574fc8be4f16fedc41a015edf0a495a,Unicorn Public House,"38 Gallows Hill, Abbots Langley, Hertfordshire",WD4 8LU,Three Rivers
fa84718af3ffe73bb41fed12b80a9076,Ye Olde Greene Manne,"Mitchells & Butlers Leisure Retail, Ye Olde Greene Manne Public House, Batchworth Heath, Rickmansworth",WD3 1QB,Three Rivers
05660185f1b41b1a016011098a5edd16,360 Champagne And Cocktails,"Unit 958, Intu Lakeside, West Thurrock Way, West Thurrock",RM20 2ZQ,Thurrock
6896e66520b0f22adb680de175bab2cb,Aveley Working Mens Club,"8 Mill Road, Aveley, Essex",RM15 4SJ,Thurrock
66408e8b234013f9abc1a9866ae858b6,Brandon Groves (SOH) Community Club,"The Brandon Groves Community Hall, Brandon Groves Avenue, South Ockendon, Essex",RM15 6SB,Thurrock
002810df1681c552e4fc641cd1486e7f,British Legion,"Community Hall, Faymore Gardens, South Ockendon, Essex",RM15 5NN,Thurrock
3f499531ad4b8a70aff0aaad8b2d1b19,Capability Brown Public House,"Belhus Park Golf Club, Belhus Park Lane, Aveley, Essex",RM15 4PX,Thurrock
a85a7dbd31267a7b02eda3a4d484632d,Chadwell Working Mens Club,"Chadwell St Mary Working Mens Club, River View, Chadwell St Mary, Essex",RM16 4DH,Thurrock
d52372ab651c566a5ac696ae4d3a3921,Chafford Hundred Brewers Fayre,"The Chafford Hundred Brewers Fayre, Howard Road, Chafford Hundred, Grays",RM16 6YJ,Thurrock
d1e571eb9036ec765a336921c25ee1ed,Circus Tavern,"Tenshi Gentlemans Club, Circus Tavern, Arterial Road, Purfleet",RM19 1TS,Thurrock
bf6d0e19dc1a38259296b2cb4ddee209,Constitutional Club,"19 Victoria Road, Stanford Le Hope, Essex",SS17 0JD,Thurrock
3be8db7c08c911a40868ad0b0e68e2a4,Crooked Billet,"The Crooked Billet, Billet Lane, Stanford Le Hope, Essex",SS17 0AR,Thurrock
88cb8117c00008e28927a6ed7e2c288c,East Thurock Community Centre,"Community Centre, 77 Corringham Road, Stanford Le Hope, Essex",SS17 0NU,Thurrock
fc8b78d2809009d590f760b6c332d8fb,East Thurrock Community Association,"Community Centre, 77 Corringham Road, Stanford Le Hope, Essex",SS17 0NU,Thurrock
7bbcbd91b8865a9f7b254760e5e2e10a,East Thurrock United Football Club,"East Thurrock Football Club, Rookery Hill, Corringham, Essex",SS17 9LB,Thurrock
2c7ed9fa7f06a632b452f98324c57dcc,Green Line Social Club,"Greenline Social Club, 54 - 60 Maidstone Road, Grays, Essex",RM17 6NF,Thurrock
74b4a25e3e4920289b39cf08618fc371,Inn On The Green,"The Inn On The Green, The Green, Stanford Le Hope, Essex",SS17 0ER,Thurrock
eeea0d2b05eed98f0a336d4f640966cc,Jack O Lantern,"Daiglen Drive, South Ockendon, Essex",RM15 5AE,Thurrock
81e739c7f3be737152f2e6f520e3494b,Kings Arms,"Stifford Clays Road, Orsett, Essex",RM16 3LX,Thurrock
2197b47c596a8697fe6c5dc62db75dfb,RAFA Club,"Royal Air Forces Association, 61 Southend Road, Grays, Essex",RM17 5NL,Thurrock
06264fcdb7b0f22e470297fd064eaedd,Railway Tavern,"The Railway Tavern, King Street, Stanford Le Hope, Essex",SS17 0PG,Thurrock
131f6caec06cab326428639fe958aebc,Rileys,"142 Clarence Road, Grays, Essex",RM17 6RD,Thurrock
afc161ecd7ac78b3ea14a501cefb5e28,Scruttons Maltby Sports And Social Club,"Ellerman Road, Tilbury, Essex",RM18 7AL,Thurrock
877b59a64f4b2288425931c884f607aa,South Ockendon Social Club,"South Ockendon Village Social Club, Canterbury Parade, South Road, South Ockendon",RM15 6NH,Thurrock
994f1d8ade16b9fddce3c127eb7f38ed,St Thomas Catholic Club,"St Thomas Of Canterbury Church, East Thurrock Road, Grays, Essex",RM17 6SR,Thurrock
d53a2c803e5fc6ddc8a5384e6111b91d,The Archer,"Garron Lane, South Ockendon, Essex",RM15 5JU,Thurrock
fbba1f130000682656d3ac66bfae072c,The Bell,"High Road, Horndon On The Hill, Essex",SS17 8LD,Thurrock
eaeb2f314a942e8b6929f5edf3dd105b,The Bull Inn,"Bull Inn, Church Road, Corringham, Essex",SS17 9AT,Thurrock
36eeee09e3981d377410292e6e7dac67,The Crown And Anchor Pub,"The Crown And Anchor, 43 High Street, Aveley, Essex",RM15 4BB,Thurrock
26c6aa8715d0503fbf56aac62522bd0e,The Dog And Partridge,"Dog And Partridge, High Road, North Stifford, Grays",RM16 5UQ,Thurrock
00efca9fabf311571b11a0c3f468788e,The Dog And Partridge,"Dog And Partridge, Brentwood Road, Orsett, Essex",RM16 3HU,Thurrock
50c960e5de9fcb82d8854a1abbf4d475,The Fenlands Club,"East Tilbury Recreation Club, Princess Avenue, East Tilbury, Essex",RM18 8ST,Thurrock
c70b5a15e2656a4dd148cd98ab66f934,The Fox And Hounds,"Heath Road, Chadwell St Mary, Essex",RM16 3AP,Thurrock
81c490c28723149d83ec8c9771e5f2ad,The Foxhound PH,"The Foxhound, High Road, Orsett, Essex",RM16 3ER,Thurrock
018ffca40d07462d7f5862f91ea8f4d5,The George And Dragon,"George And Dragon, East Tilbury Road, Linford, Essex",SS17 0QT,Thurrock
91d764b0efdb87d6d89bcf9690febae4,The Kings Head,"The Green, West Tilbury, Essex",RM18 8TU,Thurrock
74d9832c9eb0560248721af185120c79,The Oak Public House,"The Oak, Lodge Lane, Grays, Essex",RM17 5RZ,Thurrock
a57f4106431e1caf2e94dd1a846b299a,The Old Courthouse,"39 King Street, Stanford Le Hope, Essex",SS17 0HJ,Thurrock
763219a1308f42b4a34b5836a58bc542,The Old Shant,"432 London Road, South Stifford, Grays, Essex",RM20 4AD,Thurrock
07c849397414bb12bcc7f8110901c0ea,The Old Ship Inn,"The Ship, 58 High Street, Aveley, Essex",RM15 4AD,Thurrock
822999e75d380ff5d3d69a37a460bd23,The Park Tavern,"Romford Road, Aveley, Essex",RM15 4PH,Thurrock
022fa57e589cd094b16630dd42aeb09c,The Pegasus Country Club,"Herd Lane, Corringham, Essex",SS17 9BJ,Thurrock
fed8b54364851bd0bd7b4561e999ae4f,The Queens Public House,"The Courtyard Inn, Queensgate Centre, Orsett Road, Grays",RM17 5DF,Thurrock
c323d1e6cf07b8fe857aa3e0af4770f9,The Raceway Tavern,"The Race Way Tavern, Arena Essex, Arterial Road, Purfleet",RM19 1AE,Thurrock
b9ffc2f09629d86a149a3588211703e9,The Rising Sun,"Church Hill, Stanford Le Hope, Essex",SS17 0EU,Thurrock
7acbf234db0cec52331f51f9403060ba,The Sandmartin,"Drake Road, Chafford Hundred, Grays, Essex",RM16 6PP,Thurrock
a7d8a51cc5b68d018ac704f05f648072,The Ship,"Princess Margaret Road, East Tilbury, Essex",RM18 8PB,Thurrock
d9d59d370824ba56e9ffbd4138bf8cb0,The Ship Inn,"470 London Road, West Thurrock, Essex",RM20 4AR,Thurrock
510a3862dbf7c53112916ab8efbdcf03,The Ship Public House,"The Ship, Dock Road, Grays, Essex",RM17 6EX,Thurrock
f3c9154395506084db45406a90e8eca6,The Springhouse,"Springhouse Road, Corringham, Essex",SS17 7QT,Thurrock
94d409774afb8c55b3b2a6ab0cc2b537,The Swan,"High Road, Horndon On The Hill, Essex",SS17 8LD,Thurrock
b280f792bdc0b53d642c489c7b8211a9,The Theobald Arms,"Kings Walk, Grays, Essex",RM17 6HR,Thurrock
36081873564badd97c9ef68f71747063,The Top House,"Purfleet Road, Aveley, Essex",RM15 4DL,Thurrock
d756f8f9240870e12e8398418a3f626d,The Traitors Gate,"Traitors Gate, 40 - 42 Broadway, Grays, Essex",RM17 6EW,Thurrock
538e8f00c3e1d551134a5b8dbc9ed682,The Treacle Mine,"Lodge Lane, Grays, Essex",RM17 5PR,Thurrock
a08ee933865fb9bae8c588b6e44fdfb6,The Welcome Club,"1 Victoria Road, Stanford Le Hope, Essex",SS17 0JF,Thurrock
de737fc97f166f20f41fbe1696576dc4,The Wharf Hotel,"The Wharf, Wharf Road South, Grays, Essex",RM17 6SZ,Thurrock
feefbdff924dd6b7cc266449c9a36d69,The White Hart,"Kings Walk, Grays, Essex",RM17 6HR,Thurrock
ffbf3794aa8cb6bb8d3f313d0a549a09,The White Lion,"1 Lion Hill, Fobbing, Essex",SS17 9JR,Thurrock
419241039d28868868e87ffbfe4b396e,The Whitmore Arms,"Whitmore Arms, Rectory Road, Orsett, Essex",RM16 3LB,Thurrock
f96f3e426924fed9cf7c875df4cbf5de,The World's End,"Fort Road, Tilbury, Essex",RM18 7NR,Thurrock
cab75cad4b3a3c593c753a1759df28e2,Thurrock Football Club,"Ship Lane, Aveley, Essex",RM19 1YN,Thurrock
cba1e6f7efdc5ea7fa86fdb4df178c1b,Thurrock Irish Association,"150 - 152 Dock Road, Tilbury, Essex",RM18 7BS,Thurrock
5531b9f454e2d75cfe00c3f795e06de5,Tilbury Football Club,"St Chads Road, Tilbury, Essex",RM18 8NL,Thurrock
cb51297de9ca7b35eac04446e1d9ca3c,Tyrells Hall Social Club,"Tyrrells Hall Club, 67 Dock Road, Grays, Essex",RM17 6EY,Thurrock
fc7abdf67b4d7dbf64dffbab7b37599c,Unit 4 Wine Bar,"Wine Bar, Unit 4 Ground Floor, Lakeside Business Village, Fleming Road",RM16 6EW,Thurrock
58d7fbbe6d306ecf16e0a7ac05b211d4,Woodlands Edge,"The Woodlands Edge, Broxburn Drive, South Ockendon, Essex",RM15 5RD,Thurrock
d55f8d5a662555dfdd74fdfb45268c0b,Angel And Harp,"16 Church Street, Dunmow",CM6 2AD,Uttlesford
0ba8fc375a28ec7b4bc4cac636ad5d44,Axe And Compasses,"The Axe And Compasses, Dunmow Road, Aythorpe Roding, Dunmow",CM6 1PP,Uttlesford
0238e413797834379b29e8ac0ea97faf,Axe And Compasses,"The Axe And Compasses, Arkesden, Saffron Walden",CB11 4EX,Uttlesford
e8b76eb6a6879e08fef56e18d25c5735,Barnston Football Club,"Barnston Association Football Club, High Easter Road, Barnston, Dunmow",CM6 1LZ,Uttlesford
b9c5fbc8c1af7b765ea17fa816ecded2,Barnston Mission Evangelical Church,"Chelmsford Road, Barnston, Dunmow, Essex",CM6 1LR,Uttlesford
a3f08924059f22d1fb73d85d27db6647,Birchanger Social Club,"Club House, 229 Birchanger Lane, Birchanger, Bishops Stortford",CM23 5QJ,Uttlesford
e973239d05a4cb913f59130b12668284,Coach And Horses Inn,"Cambridge Road, Newport, Saffron Walden",CB11 3TR,Uttlesford
0c70a580d96e50966130e2885d8c3505,Cricket Club,"Pavilion, Church End, Little Bardfield, Braintree",CM7 5EZ,Braintree
3528681de30dc291db717a27ca17a31c,Cross Keys,"32 High Street, Saffron Walden, Essex",CB10 1AX,Uttlesford
930d125dd5236789f7b2c57437b5b175,Duke Of York,"96 High Street, Saffron Walden, Essex",CB10 1EA,Uttlesford
eddae308fd7c2cbbeda2c6e5697c02aa,Dunmow Bowling Club,"St Edmunds Lane, Dunmow",CM6 3AT,Uttlesford
b5d74e5f8764c188dbcda5020a15b817,Dunmow Club,"32 High Street, Dunmow",CM6 1AH,Uttlesford
89519a4b98779d02d71b57d101ab75b8,Dunmow Cricket Club,"St Edmunds Lane, Dunmow",CM6 3AT,Uttlesford
59af3731b809a25f2bf99e99f645d8dd,Dunmow Youth Club,"Dunmow Youth Centre, North Street, Dunmow",CM6 1AZ,Uttlesford
14cc2e8cf9bfe3c9367c851de5646e64,Eight Bells Inn,"Bridge Street, Saffron Walden, Essex",CB10 1BU,Uttlesford
27e39206a745a3eb55a17006ba346ccd,Elsenham Bowls Club,"Bowling Club, Station Road, Elsenham, Bishops Stortford",CM22 6LA,Uttlesford
ad2f2dcd77ce8d08b09b021b882780a8,Farmhouse Inn,"Monk Street, Thaxted, Dunmow, Essex",CM6 2NR,Uttlesford
c8f42da0f9f695f07067676eae4135c8,Farnham Cricket Club,"Hazel End, Hazel End Lane, Farnham, Hertfordshire",CM23 1HG,Uttlesford
c0ee0d2e0bf0013ec867a26789aa0842,Farnham Social Club,"Farnham Village Hall, Rectory Lane, Farnham, Bishops Stortford",CM23 1HT,Uttlesford
eb0942300b288c49d87982642fe878fd,Fleur De Lys,"High Street, Widdington, Saffron Walden, Essex",CB11 3SG,Uttlesford
175821c781cc4afeddaeec26e6b98e6a,Green Man,"Mill End Green, Mill End Green Road, Great Easton, Dunmow",CM6 2DN,Uttlesford
0a996413b6438eae95c943de8dab8f88,GT Chesterford Bowls Club,"Bowling Green Pavilion, Newmarket Road, Great Chesterford, Saffron Walden",CB10 1NS,Uttlesford
8afda7fe243d9bbc9192d22ddc9deba5,High Roding Cricket Club,"Cricket Ground, Dunmow Road, High Roding, Dunmow",CM6 1NL,Uttlesford
2fda3b843177cd4a9f97d5a3b42b6221,Kicking Dickey,"4 Ongar Road, Dunmow, Essex",CM6 1ES,Uttlesford
5301e557128f0902df93b263cb5dc2a4,Leadon Roding Village Hall,"Village Hall, Stortford Road, Leaden Roding, Dunmow",CM6 1QZ,Uttlesford
19e04dd6990bb5300d845bec58883bef,Newport Club,"Clubhouse, Elephant Green, Church Street, Newport",CB11 3RB,Uttlesford
31522c88060d6bbb1e27fc9da76331f2,Old English Gentleman,"11 Gold Street, Saffron Walden, Essex",CB10 1EJ,Uttlesford
f14ae24e467e61379aaeeb8c90b7ce7f,Queens Head Inn,"The Queens Head, High Street, Littlebury, Saffron Walden",CB11 4TD,Uttlesford
10e4e78edc2524571926e117274da4a4,Quendon Bowling Club,"The Bowls Club, Cambridge Road, Quendon, Saffron Walden",CB11 3XQ,Uttlesford
851013249efdea567111adb7c2da8030,Radwinter Bowling Club,"Bowling Green, Water Lane, Radwinter, Saffron Walden",CB10 2TX,Uttlesford
14b6f45ba93bb0faa74c153c040706ef,Rose \\& Crown Ltd,"Rose And Crown Inn, Crown Hill, Bartlow Road, Ashdon",CB10 2HA,Uttlesford
b67194a519c2165ba47fb69f385b8f90,Rose And Crown,"31 Bentfield Green, Pennington Lane, Stansted, Essex",CM24 8HX,Uttlesford
1c549e3cfeba0fa98afca7198650b23d,Saffron Walden Cricket Club,"Catons Lane, Saffron Walden, Essex",CB10 2DU,Uttlesford
e480cecf0542008aa32dffa684612d7d,Saffron Walden Football Club,"Saffron Walden Town Football Club, Catons Lane, Saffron Walden, Essex",CB10 2DU,Uttlesford
2f712e172ee77a913b6d627657986b72,Saffron Walden Golf Club,"Windmill Road, Saffron Walden, Essex",CB10 1BX,Uttlesford
174350cadbbc9d170b630ae952cf5657,Saffron Walden Rugby Club,"Saffron Walden Rugby Football Club, Chickney Road, Henham, Bishops Stortford",CM22 6BG,Uttlesford
ea16e13a7cf16d8665d1bc44738dfa88,Saffron Walden Town Bowls Club,"Bowling Green, Abbey Lane, Saffron Walden",CB10 1AG,Uttlesford
63bc43c0000e71eb11bfafd2f46214a4,Stansted Bowls Club,"Recreation Ground, Stansted, Essex",CM24 8BD,Uttlesford
c3b0c0ab8b9921e175deb18745cbf160,Stansted Football Club,"Hargrave Park, Cambridge Road, Stansted, Essex",CM24 8BX,Uttlesford
4a0d4be8e0171b3c3ec8c8f687e26468,Stansted Social Club,"12 Lower Street, Stansted, Essex",CM24 8LP,Uttlesford
e8919a4e23ee4aa007d7bb9d755d85a2,Thaxted Bowling Club,"Bowling Green, Park Street, Thaxted, Dunmow",CM6 2NE,Uttlesford
1b1c5345f89e9c0a5d69b395cdf9ae90,The Ash,"Burton End, Stansted",CM24 8UQ,Uttlesford
c320b20048c2b48f0cc86800d0ff8214,The Axe Publichouse,"The Axe, 60 Ashdon Road, Saffron Walden",CB10 2AT,Uttlesford
223b7cda502479fc320419e50529462f,The Bell,"Royston Road, Wendens Ambo, Saffron Walden, Essex",CB11 4JY,Uttlesford
b5d1b8ef70b1ce27726f7f6c2f373e56,The Black Horse Inn,"Chelmsford Road, White Roding, Dunmow",CM6 1RF,Uttlesford
4ed5019f32fe924918ec44b29bbd5579,The Boars Head,"Boars Head, High Street, Dunmow, Essex",CM6 1AB,Uttlesford
db72872c317da348612525ea9f1cf114,The Bull Public House,"The Bull, Langley Lower Green, Langley, Essex",CB11 4SB,Uttlesford
22ea3b69860bc9a5e0c69b87db2dcdab,The Chequers,"27 Stortford Road, Dunmow",CM6 1DA,Uttlesford
eb332f19757c9ae84e4de3d856de9b89,The Chequers,"Cambridge Road, Ugley, Bishops Stortford",CM22 6HZ,Uttlesford
